N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3,,,,,,,,,
0.0811,0.0441,6.6963469459,3.917545785,10.1435503406,0.2708902154,26.8001,20.1001,0.6137894866,RAISE,LOWER,RAISE,,,,,,,,,
0.0801,0.0451,7.3547433543,3.4472033947,10.1435503406,0.3418643872,27.2001,20.4001,0.6601581025,RAISE,LOWER,RAISE,,,,,,,,,
0.0791,0.0461,7.9778855252,2.7888069863,10.1435503406,0.4267078273,27.6001,20.7001,0.7250659885,RAISE,LOWER,RAISE,,,,,,,,,
0.0781,0.0471,8.9006711779,2.1656648154,10.1435503406,0.5721360829,28.0001,21.0001,0.786498342,RAISE,LOWER,RAISE,,,,,,,,,
0.0771,0.0481,8.9886705019,1.2428791627,10.1435503406,0.8219804943,28.4001,21.3001,0.8774709918,RAISE,LOWER,RAISE,,,,,,,,,
0.0761,0.0491,9.6023752203,1.1548798387,10.1435503406,1.4464270979,28.8001,21.6001,0.8861463886,RAISE,LOWER,RAISE,,,,,,,,,
0.0751,0.0501,9.7427721608,0.5411751203,10.1435503406,1.6629219593,29.2001,21.9001,0.9466483527,RAISE,LOWER,RAISE,,,,,,,,,
0.0741,0.0511,10.7045694208,0.4007781798,10.1435503406,3.6005986952,29.6001,22.2001,0.9604893586,RAISE,HOLD,RAISE,,,,,,,,,
0.0741,0.0521,4.3036654128,-0.5610190802,10.1435503406,5.3418923288,30.0001,22.5001,1.0553079604,STOP,HOLD,RAISE,,,,,,,,,
0.0741,0.0001,5.2149093964,5.8398849278,10.1435503406,-1.5342313887,30.4001,22.8001,0.4242760442,RAISE,HOLD,RAISE,,,,,,,,,
0.0741,0.0011,5.9505767751,4.9286409442,10.1435503406,0.1785963066,30.8001,23.1001,0.5141108607,RAISE,LOWER,RAISE,,,,,,,,,
0.0731,0.0021,6.4414147506,4.1929735655,10.1435503406,0.2414692749,31.2001,23.4001,0.5866364907,RAISE,LOWER,RAISE,,,,,,,,,
0.0721,0.0031,6.788417944,3.70213559,10.1435503406,0.3072480496,31.6001,23.7001,0.6350256601,RAISE,LOWER,RAISE,,,,,,,,,
0.0711,0.0041,7.1108849068,3.3551323966,10.1435503406,0.366729839,32.0001,24.0001,0.6692349046,RAISE,LOWER,RAISE,,,,,,,,,
0.0701,0.0051,7.2855784276,3.0326654338,10.1435503406,0.4238810316,32.4001,24.3001,0.7010252494,RAISE,LOWER,RAISE,,,,,,,,,
0.0691,0.0061,8.141212823,2.857971913,10.1435503406,0.4804736023,32.8001,24.6001,0.7182473772,RAISE,LOWER,RAISE,,,,,,,,,
0.0681,0.0071,8.7482023786,2.0023375176,10.1435503406,0.5697195823,33.2001,24.9001,0.8025999329,RAISE,LOWER,RAISE,,,,,,,,,
0.0671,0.0081,8.8985309754,1.395347962,10.1435503406,0.8737989776,33.6001,25.2001,0.8624398839,RAISE,LOWER,RAISE,,,,,,,,,
0.0661,0.0091,9.8531619794,1.2450193652,10.1435503406,1.2754569064,34.0001,25.5001,0.8772600004,RAISE,LOWER,RAISE,,,,,,,,,
0.0651,0.0101,9.6719270174,0.2903883612,10.1435503406,1.5828126461,34.4001,25.8001,0.9713721181,RAISE,LOWER,STOP,,,,,,,,,
0.0641,0.0111,9.1006515918,0.4716233232,10.1435503406,6.6613737395,0.0001,0.0001,0.9535051035,RAISE,LOWER,RAISE,,,,,,,,,
0.0631,0.0121,9.1884073756,1.0428987488,10.1435503406,3.8592881838,0.4001,0.3001,0.8971860233,RAISE,LOWER,RAISE,,,,,,,,,
0.0621,0.0131,9.6279230646,0.955142965,10.1435503406,1.7620900181,0.8001,0.6001,0.9058374107,RAISE,LOWER,RAISE,,,,,,,,,
0.0611,0.0141,6.8425713898,0.515627276,10.1435503406,2.0160171654,1.2001,0.9001,0.9491669821,RAISE,LOWER,RAISE,,,,,,,,,
0.0601,0.0151,7.6816435403,3.3009789507,10.1435503406,2.6540765813,1.6001,1.2001,0.6745736118,RAISE,LOWER,RAISE,,,,,,,,,
0.0591,0.0161,7.9018734415,2.4619068003,10.1435503406,0.4654160875,2.0001,1.5001,0.7572933817,RAISE,LOWER,RAISE,,,,,,,,,
0.0581,0.0171,8.0234421582,2.2416768991,10.1435503406,0.6419311601,2.4001,1.8001,0.7790047051,RAISE,LOWER,RAISE,,,,,,,,,
0.0571,0.0181,8.3659608501,2.1201081824,10.1435503406,0.7158428729,2.8001,2.1001,0.7909895341,RAISE,LOWER,RAISE,,,,,,,,,
0.0561,0.0191,8.891952306,1.7775894905,10.1435503406,0.7892013171,3.2001,2.4001,0.8247566748,RAISE,LOWER,RAISE,,,,,,,,,
0.0551,0.0201,9.8191084686,1.2515980346,10.1435503406,1.0004505937,3.6001,2.7001,0.8766114435,RAISE,LOWER,RAISE,,,,,,,,,
0.0541,0.0211,10.2350134488,0.324441872,10.1435503406,1.5690514362,4.0001,3.0001,0.9680149591,RAISE,LOWER,RAISE,,,,,,,,,
0.0531,0.0221,1.142192514,-0.0914631082,10.1435503406,6.3093048903,4.4001,3.3001,1.0090168733,HOLD,LOWER,HOLD,,,,,,,,,
0.0521,0.0221,1.3171535264,9.0013578265,10.1435503406,-2.4976026665,4.4001,3.3001,0.1126028339,RAISE,LOWER,RAISE,,,,,,,,,
0.0511,0.0231,1.5686737888,8.8263968142,10.1435503406,0.0292656631,4.8001,3.6001,0.1298513323,RAISE,LOWER,RAISE,,,,,,,,,
0.0501,0.0241,1.8867397721,8.5748765518,10.1435503406,0.0355450547,5.2001,3.9001,0.15464741,RAISE,LOWER,RAISE,,,,,,,,,
0.0491,0.0251,2.063859356,8.2568105685,10.1435503406,0.0440062259,5.6001,4.2001,0.1860038851,RAISE,LOWER,RAISE,,,,,,,,,
0.0481,0.0261,2.0939851084,8.0796909846,10.1435503406,0.0499916848,6.0001,4.5001,0.2034651859,RAISE,LOWER,RAISE,,,,,,,,,
0.0471,0.0271,2.8327804036,8.0495652322,10.1435503406,0.0518332969,6.4001,4.8001,0.2064351276,RAISE,LOWER,RAISE,,,,,,,,,
0.0461,0.0281,3.1118492641,7.310769937,10.1435503406,0.0703834387,6.8001,5.1001,0.2792691226,RAISE,LOWER,RAISE,,,,,,,,,
0.0451,0.0291,3.1187856633,7.0317010765,10.1435503406,0.0851305482,7.2001,5.4001,0.3067810736,RAISE,LOWER,RAISE,,,,,,,,,
0.0441,0.0301,3.380547208,7.0247646773,10.1435503406,0.0887064347,7.6001,5.7001,0.3074648973,RAISE,LOWER,RAISE,,,,,,,,,
0.0431,0.0311,3.7049830238,6.7630031326,10.1435503406,0.0962465609,8.0001,6.0001,0.3332706098,RAISE,HOLD,RAISE,,,,,,,,,
0.0431,0.0321,3.7924149837,6.4385673168,10.1435503406,0.1095662075,8.4001,6.3001,0.3652550536,RAISE,HOLD,RAISE,,,,,,,,,
0.0431,0.0331,4.0421052892,6.3511353569,10.1435503406,0.1178030701,8.8001,6.6001,0.3738745169,RAISE,HOLD,RAISE,,,,,,,,,
0.0431,0.0341,4.6071653695,6.1014450514,10.1435503406,0.1272876442,9.2001,6.9001,0.3984901887,RAISE,HOLD,RAISE,,,,,,,,,
0.0431,0.0351,5.0758391892,5.5363849711,10.1435503406,0.1510188269,9.6001,7.2001,0.4541965303,RAISE,RAISE,RAISE,,,,,,,,,
0.0631,0.0361,5.7379421752,5.0677111514,10.1435503406,0.1833629423,10.0001,7.5001,0.5004006505,RAISE,RAISE,RAISE,,,,,,,,,
0.0831,0.0371,6.5458702642,4.4056081654,10.1435503406,0.2264510349,10.4001,7.8001,0.5656739487,RAISE,LOWER,RAISE,,,,,,,,,
0.0821,0.0381,7.3115301482,3.5976800764,10.1435503406,0.2971608013,10.8001,8.1001,0.6453233872,RAISE,LOWER,RAISE,,,,,,,,,
0.0811,0.0391,8.1424578079,2.8320201924,10.1435503406,0.4064580503,11.2001,8.4001,0.7208058227,RAISE,LOWER,RAISE,,,,,,,,,
0.0801,0.0401,8.9197108562,2.0010925327,10.1435503406,0.5750282311,11.6001,8.7001,0.8027226695,RAISE,LOWER,RAISE,,,,,,,,,
0.0791,0.0411,9.6009930857,1.2238394844,10.1435503406,0.8914840979,12.0001,9.0001,0.8793480149,RAISE,LOWER,RAISE,,,,,,,,,
0.0781,0.0421,3.5264858421,0.5425572549,10.1435503406,1.5689954782,12.4001,9.3001,0.9465120952,RAISE,LOWER,RAISE,,,,,,,,,
0.0771,0.0431,3.9537827585,6.6170644985,10.1435503406,1.2999497509,12.8001,9.6001,0.3476579426,RAISE,LOWER,RAISE,,,,,,,,,
0.0761,0.0441,4.2607107749,6.1897675821,10.1435503406,0.1195026211,13.2001,9.9001,0.3897829286,RAISE,LOWER,RAISE,,,,,,,,,
0.0751,0.0451,4.9838505518,5.8828395657,10.1435503406,0.1376694914,13.6001,10.2001,0.4200413693,RAISE,LOWER,RAISE,,,,,,,,,
0.0741,0.0461,5.0319663092,5.1596997888,10.1435503406,0.1694369019,14.0001,10.5001,0.491331968,RAISE,LOWER,RAISE,,,,,,,,,
0.0731,0.0471,5.5666545205,5.1115840314,10.1435503406,0.1950488019,14.4001,10.8001,0.4960754509,RAISE,LOWER,RAISE,,,,,,,,,
0.0721,0.0481,6.0143456064,4.5768958201,10.1435503406,0.2178054586,14.8001,11.1001,0.5487875875,RAISE,LOWER,RAISE,,,,,,,,,
0.0711,0.0491,6.9788982147,4.1292047342,10.1435503406,0.2628133059,15.2001,11.4001,0.5929231289,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0501,7.0935385409,3.1646521259,10.1435503406,0.3380262624,15.6001,11.7001,0.6880133662,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0511,7.8739667571,3.0500117997,10.1435503406,0.4482981547,16.0001,12.0001,0.6993151611,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0521,8.093405525,2.2695835835,10.1435503406,0.5163236915,16.4001,12.3001,0.7762535299,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0531,9.0839188918,2.0501448156,10.1435503406,0.7132062096,16.8001,12.6001,0.7978868595,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0541,9.138400933,1.0596314488,10.1435503406,0.8861733886,17.2001,12.9001,0.8955364332,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0551,9.7055697663,1.0051494076,10.1435503406,1.7248262956,17.6001,13.2001,0.9009075349,RAISE,HOLD,RAISE,,,,,,,,,
0.0711,0.0561,10.420159691,0.4379805743,10.1435503406,1.9311695739,18.0001,13.5001,0.9568217676,RAISE,RAISE,RAISE,,,,,,,,,
0.0911,0.0571,9.0923697476,-0.2766093504,10.1435503406,4.75827482,18.4001,13.8001,1.0272694807,STOP,RAISE,STOP,,,,,,,,,
0.1111,0.0001,9.9871533542,1.051180593,10.1435503406,-6.5741593579,0.0001,0.0001,0.8963695592,RAISE,LOWER,RAISE,,,,,,,,,
0.1101,0.0011,1.201154514,0.1563969864,10.1435503406,1.9001784128,0.4001,0.3001,0.9845816325,HOLD,LOWER,HOLD,,,,,,,,,
0.1091,0.0011,1.9427686771,8.9423958266,10.1435503406,1.5360328117,0.4001,0.3001,0.1184155915,RAISE,LOWER,RAISE,,,,,,,,,
0.1081,0.0021,2.6714457632,8.2007816635,10.1435503406,0.0434507422,0.8001,0.6001,0.1915274842,RAISE,LOWER,RAISE,,,,,,,,,
0.1071,0.0031,3.4861112282,7.4721045774,10.1435503406,0.0651510032,1.2001,0.9001,0.2633639775,RAISE,LOWER,RAISE,,,,,,,,,
0.1061,0.0041,4.2719293795,6.6574391124,10.1435503406,0.0933100224,1.6001,1.2001,0.3436776189,RAISE,LOWER,RAISE,,,,,,,,,
0.1051,0.0051,4.380136857,5.8716209611,10.1435503406,0.1283355148,2.0001,1.5001,0.4211473534,RAISE,LOWER,RAISE,,,,,,,,,
0.1041,0.0061,5.1969126385,5.7634134836,10.1435503406,0.1491968533,2.4001,1.8001,0.4318149671,RAISE,LOWER,RAISE,,,,,,,,,
0.1031,0.0071,5.7160015457,4.9466377021,10.1435503406,0.1803414818,2.8001,2.1001,0.5123366537,RAISE,LOWER,RAISE,,,,,,,,,
0.1021,0.0081,5.8384457261,4.4275487949,10.1435503406,0.231106537,3.2001,2.4001,0.5635109359,RAISE,LOWER,RAISE,,,,,,,,,
0.1011,0.0091,6.1951852201,4.3051046145,10.1435503406,0.2637326429,3.6001,2.7001,0.5755820724,RAISE,LOWER,RAISE,,,,,,,,,
0.1001,0.0101,6.7203432742,3.9483651205,10.1435503406,0.287806489,4.0001,3.0001,0.6107511682,RAISE,LOWER,RAISE,,,,,,,,,
0.0991,0.0111,7.4552838105,3.4232070664,10.1435503406,0.3404114396,4.4001,3.3001,0.6625237761,RAISE,LOWER,RAISE,,,,,,,,,
0.0981,0.0121,8.1334008449,2.6882665301,10.1435503406,0.4355730557,4.8001,3.6001,0.7349777504,RAISE,LOWER,RAISE,,,,,,,,,
0.0971,0.0131,8.9546734968,2.0101494957,10.1435503406,0.6051037539,5.2001,3.9001,0.8018297905,RAISE,LOWER,RAISE,,,,,,,,,
0.0961,0.0141,9.2537271439,1.1888768438,10.1435503406,0.8909460233,5.6001,4.2001,0.8827948003,RAISE,LOWER,RAISE,,,,,,,,,
0.0951,0.0151,10.1469965854,0.8898231967,10.1435503406,1.5567175342,6.0001,4.5001,0.9122769477,RAISE,LOWER,RAISE,,,,,,,,,
0.0941,0.0161,5.2440590187,-0.0034462448,10.1435503406,2.2806770206,6.4001,4.8001,1.0003397474,HOLD,LOWER,HOLD,,,,,,,,,
0.0931,0.0161,5.665682744,4.8994913219,10.1435503406,-304.3346809617,6.4001,4.8001,0.5169845708,RAISE,LOWER,RAISE,,,,,,,,,
0.0921,0.0171,6.0022624896,4.4778675966,10.1435503406,0.2312763661,6.8001,5.1001,0.5585502663,RAISE,LOWER,RAISE,,,,,,,,,
0.0911,0.0181,6.8031591592,4.141287851,10.1435503406,0.2680857511,7.2001,5.4001,0.5917319171,RAISE,LOWER,RAISE,,,,,,,,,
0.0901,0.0191,7.6601098743,3.3403911814,10.1435503406,0.3285528272,7.6001,5.7001,0.6706881645,RAISE,LOWER,RAISE,,,,,,,,,
0.0891,0.0201,7.9553252714,2.4834404663,10.1435503406,0.4586354986,8.0001,6.0001,0.7551704893,RAISE,LOWER,RAISE,,,,,,,,,
0.0881,0.0211,8.2558237117,2.1882250692,10.1435503406,0.6406696983,8.4001,6.3001,0.7842742437,RAISE,LOWER,RAISE,,,,,,,,,
0.0871,0.0221,8.7544142853,1.8877266289,10.1435503406,0.7545680587,8.8001,6.6001,0.8138988258,RAISE,LOWER,RAISE,,,,,,,,,
0.0861,0.0231,8.9344125577,1.3891360553,10.1435503406,0.9275086923,9.2001,6.9001,0.8630522836,RAISE,LOWER,RAISE,,,,,,,,,
0.0851,0.0241,9.7568962183,1.2091377829,10.1435503406,1.2863264939,9.6001,7.2001,0.8807973794,RAISE,LOWER,RAISE,,,,,,,,,
0.0841,0.0251,2.9125956395,0.3866541223,10.1435503406,1.6138601169,10.0001,7.5001,0.9618817762,RAISE,LOWER,RAISE,,,,,,,,,
0.0831,0.0261,3.247393824,7.2309547011,10.1435503406,1.5065638622,10.4001,7.8001,0.2871376926,RAISE,LOWER,RAISE,,,,,,,,,
0.0821,0.0271,3.7485899625,6.8961565166,10.1435503406,0.0898192274,10.8001,8.1001,0.3201437086,RAISE,LOWER,RAISE,,,,,,,,,
0.0811,0.0281,4.5287327103,6.3949603781,10.1435503406,0.1087153389,11.2001,8.4001,0.3695540355,RAISE,LOWER,RAISE,,,,,,,,,
0.0801,0.0291,4.7879480033,5.6148176303,10.1435503406,0.1416344259,11.6001,8.7001,0.4464642614,RAISE,LOWER,RAISE,,,,,,,,,
0.0791,0.0301,5.7770159702,5.3556023373,10.1435503406,0.170546875,12.0001,9.0001,0.4720189522,RAISE,LOWER,RAISE,,,,,,,,,
0.0781,0.0311,6.5639222984,4.3665343704,10.1435503406,0.2157373011,12.4001,9.3001,0.5695260314,RAISE,LOWER,RAISE,,,,,,,,,
0.0771,0.0321,7.3298980383,3.5796280422,10.1435503406,0.3006467712,12.8001,9.6001,0.6471030436,RAISE,LOWER,RAISE,,,,,,,,,
0.0761,0.0331,8.063589631,2.8136523023,10.1435503406,0.4095340606,13.2001,9.9001,0.7226166177,RAISE,LOWER,RAISE,,,,,,,,,
0.0751,0.0341,9.0077150748,2.0799607096,10.1435503406,0.5731759837,13.6001,10.2001,0.7949474652,RAISE,LOWER,RAISE,,,,,,,,,
0.0741,0.0351,9.8438851831,1.1358352658,10.1435503406,0.8661428106,14.0001,10.5001,0.8880238942,RAISE,LOWER,RAISE,,,,,,,,,
0.0731,0.0361,9.8946748817,0.2996651575,10.1435503406,1.7333297318,14.4001,10.8001,0.9704575669,RAISE,LOWER,STOP,,,,,,,,,
0.0721,0.0371,7.8168430684,0.2488754589,10.1435503406,6.6038207197,0.0001,0.0001,0.9754646598,RAISE,LOWER,STOP,,,,,,,,,
0.0711,0.0381,8.7835268471,2.3267072722,10.1435503406,6.2817307119,0.0001,0.0001,0.7706220018,RAISE,LOWER,RAISE,,,,,,,,,
0.0701,0.0391,9.7764594603,1.3600234935,10.1435503406,0.7550177843,0.4001,0.3001,0.86592234,RAISE,LOWER,RAISE,,,,,,,,,
0.0691,0.0401,9.9275830253,0.3670908803,10.1435503406,1.4376897909,0.8001,0.6001,0.9638104147,RAISE,LOWER,RAISE,,,,,,,,,
0.0681,0.0411,10.4949896027,0.2159673153,10.1435503406,5.4087876102,1.2001,0.9001,0.9787089029,RAISE,LOWER,STOP,,,,,,,,,
0.0671,0.0421,9.6795893074,-0.3514392621,10.1435503406,9.7190536343,0.0001,0.0001,1.0346465735,STOP,LOWER,RAISE,,,,,,,,,
0.0661,0.0001,10.5676946144,0.4639610332,10.1435503406,-5.5085417892,0.4001,0.3001,0.9542604889,RAISE,LOWER,RAISE,,,,,,,,,
0.0651,0.0011,9.1394524858,-0.4241442738,10.1435503406,4.5554233474,0.8001,0.6001,1.0418141834,STOP,LOWER,RAISE,,,,,,,,,
0.0641,0.0001,9.2712726026,1.0040978548,10.1435503406,-4.3095960742,1.2001,0.9001,0.9010112021,RAISE,LOWER,RAISE,,,,,,,,,
0.0631,0.0011,9.5634982153,0.872277738,10.1435503406,1.846687065,1.6001,1.2001,0.9140066635,RAISE,LOWER,RAISE,,,,,,,,,
0.0621,0.0021,10.1940345665,0.5800521253,10.1435503406,2.1927644828,2.0001,1.5001,0.9428156705,RAISE,LOWER,RAISE,,,,,,,,,
0.0611,0.0031,5.29489844,-0.0504842259,10.1435503406,3.5148684479,2.4001,1.8001,1.0049769779,HOLD,LOWER,HOLD,,,,,,,,,
0.0601,0.0031,6.0477159905,4.8486519006,10.1435503406,-20.9764469852,2.4001,1.8001,0.5219965655,RAISE,LOWER,RAISE,,,,,,,,,
0.0591,0.0041,6.912616996,4.0958343501,10.1435503406,0.2494596896,2.8001,2.1001,0.596212942,RAISE,LOWER,RAISE,,,,,,,,,
0.0581,0.0051,7.1874304661,3.2309333446,10.1435503406,0.3375437777,3.2001,2.4001,0.6814790447,RAISE,LOWER,RAISE,,,,,,,,,
0.0571,0.0061,7.2173338633,2.9561198745,10.1435503406,0.4449135714,3.6001,2.7001,0.7085714789,RAISE,LOWER,RAISE,,,,,,,,,
0.0561,0.0071,7.8620647173,2.9262164773,10.1435503406,0.4882977802,4.0001,3.0001,0.7115194997,RAISE,LOWER,RAISE,,,,,,,,,
0.0551,0.0081,7.8995700234,2.2814856233,10.1435503406,0.5373535949,4.4001,3.3001,0.7750801695,RAISE,LOWER,RAISE,,,,,,,,,
0.0541,0.0091,8.7947902548,2.2439803171,10.1435503406,0.6924935176,4.8001,3.6001,0.778777623,RAISE,LOWER,RAISE,,,,,,,,,
0.0531,0.0101,9.5080957684,1.3487600858,10.1435503406,0.7838562743,5.2001,3.9001,0.8670327409,RAISE,LOWER,RAISE,,,,,,,,,
0.0521,0.0111,6.905184343,0.6354545721,10.1435503406,1.4099017117,5.6001,4.2001,0.9373538307,RAISE,LOWER,RAISE,,,,,,,,,
0.0511,0.0121,7.5511212073,3.2383659976,10.1435503406,2.1733054244,6.0001,4.5001,0.680746298,RAISE,LOWER,RAISE,,,,,,,,,
0.0501,0.0131,8.4962271057,2.5924291333,10.1435503406,0.4663537854,6.4001,4.8001,0.7444258621,RAISE,LOWER,RAISE,,,,,,,,,
0.0491,0.0141,8.8798733862,1.6473232349,10.1435503406,0.65546456,6.8001,5.1001,0.8375989491,RAISE,LOWER,RAISE,,,,,,,,,
0.0481,0.0151,8.9386306882,1.2636769544,10.1435503406,1.0780972669,7.2001,5.4001,0.8754206454,RAISE,LOWER,RAISE,,,,,,,,,
0.0471,0.0161,9.5567973847,1.2049196524,10.1435503406,1.4147018598,7.6001,5.7001,0.881213223,RAISE,LOWER,RAISE,,,,,,,,,
0.0461,0.0171,9.838780857,0.5867529559,10.1435503406,1.5862962092,8.0001,6.0001,0.9421550703,RAISE,LOWER,RAISE,,,,,,,,,
0.0451,0.0181,0.7234048462,0.3047694836,10.1435503406,3.3536365713,8.4001,6.3001,0.9699543579,RAISE,LOWER,RAISE,,,,,,,,,
0.0441,0.0191,1.2604974177,9.4201454944,10.1435503406,0.4747226248,8.8001,6.6001,0.0713167305,RAISE,LOWER,RAISE,,,,,,,,,
0.0431,0.0201,1.5560873941,8.8830529229,10.1435503406,0.0267617399,9.2001,6.9001,0.1242659005,RAISE,LOWER,RAISE,,,,,,,,,
0.0421,0.0211,1.7792582078,8.5874629465,10.1435503406,0.0350349684,9.6001,7.2001,0.1534065827,RAISE,LOWER,RAISE,,,,,,,,,
0.0411,0.0221,1.7912304827,8.3642921328,10.1435503406,0.0414385068,10.0001,7.5001,0.1754078353,RAISE,LOWER,RAISE,,,,,,,,,
0.0401,0.0231,2.0407048117,8.3523198579,10.1435503406,0.0428304142,10.4001,7.8001,0.1765881198,RAISE,LOWER,RAISE,,,,,,,,,
0.0391,0.0241,2.8916376265,8.1028455289,10.1435503406,0.048865581,10.8001,8.1001,0.2011824995,RAISE,LOWER,RAISE,,,,,,,,,
0.0381,0.0251,3.0314835148,7.2519127141,10.1435503406,0.0713733865,11.2001,8.4001,0.2850715508,RAISE,LOWER,RAISE,,,,,,,,,
0.0371,0.0261,3.9862248335,7.1120668258,10.1435503406,0.0836050745,11.6001,8.7001,0.2988582314,RAISE,LOWER,RAISE,,,,,,,,,
0.0361,0.0271,4.3632695753,6.1573255071,10.1435503406,0.1120975078,12.0001,9.0001,0.3929812245,RAISE,HOLD,RAISE,,,,,,,,,
0.0361,0.0281,4.3998719626,5.7802807653,10.1435503406,0.14172613,12.4001,9.3001,0.4301521093,RAISE,HOLD,RAISE,,,,,,,,,
0.0361,0.0291,5.1893960446,5.743678378,10.1435503406,0.1522373096,12.8001,9.6001,0.4337605488,RAISE,RAISE,RAISE,,,,,,,,,
0.0561,0.0301,5.7050945874,4.954154296,10.1435503406,0.1806993952,13.2001,9.9001,0.5115956317,RAISE,RAISE,RAISE,,,,,,,,,
0.0761,0.0311,6.4363393371,4.4384557532,10.1435503406,0.2303155795,13.6001,10.2001,0.5624356755,RAISE,LOWER,RAISE,,,,,,,,,
0.0751,0.0321,6.8321478007,3.7072110035,10.1435503406,0.2900260674,14.0001,10.5001,0.6345253014,RAISE,LOWER,RAISE,,,,,,,,,
0.0741,0.0331,7.5509707746,3.3114025399,10.1435503406,0.3685869401,14.4001,10.8001,0.6735460042,RAISE,LOWER,RAISE,,,,,,,,,
0.0731,0.0341,7.5899943953,2.592579566,10.1435503406,0.4560587656,14.8001,11.1001,0.7444110317,RAISE,LOWER,RAISE,,,,,,,,,
0.0721,0.0351,8.2976217768,2.5535559453,10.1435503406,0.5855167953,15.2001,11.4001,0.748258168,RAISE,LOWER,RAISE,,,,,,,,,
0.0711,0.0361,8.804599117,1.8459285638,10.1435503406,0.6498876042,15.6001,11.7001,0.8180194802,RAISE,LOWER,RAISE,,,,,,,,,
0.0701,0.0371,9.1701360787,1.3389512236,10.1435503406,0.9539479793,16.0001,12.0001,0.8679997458,RAISE,LOWER,RAISE,,,,,,,,,
0.0691,0.0381,9.7649808552,0.9734142619,10.1435503406,1.3697490868,16.4001,12.3001,0.9040361383,RAISE,LOWER,RAISE,,,,,,,,,
0.0681,0.0391,7.1027763252,0.3785694854,10.1435503406,2.0063360971,16.8001,12.6001,0.9626787986,RAISE,LOWER,RAISE,,,,,,,,,
0.0671,0.0401,7.5979063117,3.0407740154,10.1435503406,3.7524293949,17.2001,12.9001,0.7002258664,RAISE,LOWER,RAISE,,,,,,,,,
0.0661,0.0411,7.9099239123,2.5456440288,10.1435503406,0.4997350197,17.6001,13.2001,0.7490381628,RAISE,LOWER,RAISE,,,,,,,,,
0.0651,0.0421,8.794024842,2.2336264283,10.1435503406,0.6214477612,18.0001,13.5001,0.7797983592,RAISE,LOWER,RAISE,,,,,,,,,
0.0641,0.0431,9.5035969838,1.3495254986,10.1435503406,0.7874212743,18.4001,13.8001,0.8669572829,RAISE,LOWER,RAISE,,,,,,,,,
0.0631,0.0441,8.9885213647,0.6399533568,10.1435503406,1.4084353343,18.8001,14.1001,0.9369103188,RAISE,HOLD,RAISE,,,,,,,,,
0.0631,0.0451,9.6074918311,1.1550289759,10.1435503406,2.8091176551,19.2001,14.4001,0.8861316859,RAISE,HOLD,RAISE,,,,,,,,,
0.0631,0.0461,10.2234369526,0.5360585095,10.1435503406,1.6635932139,19.6001,14.7001,0.9471527728,RAISE,HOLD,RAISE,,,,,,,,,
0.0631,0.0471,8.240846831,-0.079886612,10.1435503406,3.8142989136,20.0001,15.0001,1.0078756066,HOLD,STOP,HOLD,,,,,,,,,
0.0001,0.0471,8.4962354024,1.9027035096,10.1435503406,-20.631358924,20.0001,15.0001,0.8124223328,RAISE,HOLD,RAISE,,,,,,,,,
0.0001,0.0481,9.1034983702,1.6473149382,10.1435503406,0.8930698198,20.4001,15.3001,0.8375997671,RAISE,RAISE,RAISE,,,,,,,,,
0.0201,0.0491,9.1514737051,1.0400519704,10.1435503406,1.1052529373,20.8001,15.6001,0.8974666724,RAISE,RAISE,RAISE,,,,,,,,,
0.0401,0.0501,9.7940176732,0.9920766355,10.1435503406,1.759810849,21.2001,15.9001,0.9021963117,RAISE,RAISE,RAISE,,,,,,,,,
0.0601,0.0511,10.1558093641,0.3495326674,10.1435503406,1.9744478043,21.6001,16.2001,0.9655413878,RAISE,RAISE,RAISE,,,,,,,,,
0.0801,0.0521,2.9244047423,-0.0122590235,10.1435503406,5.8110787979,22.0001,16.5001,1.0012085535,HOLD,RAISE,HOLD,,,,,,,,,
0.1001,0.0521,3.2960323413,7.2191455983,10.1435503406,-47.7102397112,22.0001,16.5001,0.2883018908,RAISE,LOWER,RAISE,,,,,,,,,
0.0991,0.0531,3.6090196809,6.8475179993,10.1435503406,0.0913136408,22.4001,16.8001,0.3249387276,RAISE,LOWER,RAISE,,,,,,,,,
0.0981,0.0541,3.8197026293,6.5345306597,10.1435503406,0.1054110316,22.8001,17.1001,0.3557945256,RAISE,LOWER,RAISE,,,,,,,,,
0.0971,0.0551,3.9227607472,6.3238477113,10.1435503406,0.1169082472,23.2001,17.4001,0.3765646643,RAISE,LOWER,RAISE,,,,,,,,,
0.0961,0.0561,4.7140465939,6.2207895934,10.1435503406,0.1240624672,23.6001,17.7001,0.3867246295,RAISE,LOWER,RAISE,,,,,,,,,
0.0951,0.0571,5.0851979711,5.4295037467,10.1435503406,0.1515578215,24.0001,18.0001,0.4647333957,RAISE,LOWER,RAISE,,,,,,,,,
0.0941,0.0581,6.0439813058,5.0583523695,10.1435503406,0.1873172285,24.4001,18.3001,0.5013232843,RAISE,LOWER,RAISE,,,,,,,,,
